dummy,IAGMIN,IUTIL,ICONS,IMANU,IWHOLE,IRETAIL,ITRANS,IPROFSER,IREALE,IEDU,IHEALTH,IART,IACCO,MAGMIN,MUTIL,MCONS,MMANU,MWHOLE,MRETAIL,MTRANS,MPROFSER,MREALE,MEDU,MHEALTH,MART,MACCO,L1WI,L2WI,L3WI,L4WI,L1BI,L2BI,L3BI,L4BI,L1HI,L2HI,L3HI,L4HI,L1WM,L2WM,L3WM,L4WM,L1BM,L2BM,L3BM,L4BM,L1HM,L2HM,L3HM,L4HM,KAP,INVES,HS1I,HS2I,HS3I,HS1M,HS2M,HS3M,HH1WI,HH2WI,HH3WI,HH4WI,HH5WI,HH1BI,HH2BI,HH3BI,HH4BI,HH5BI,HH1HI,HH2HI,HH3HI,HH4HI,HH5HI,HH1WM,HH2WM,HH3WM,HH4WM,HH5WM,HH1BM,HH2BM,HH3BM,HH4BM,HH5BM,HH1HM,HH2HM,HH3HM,HH4HM,HH5HM,WIUSSOC1,WIUSSOC2,WIUSSOC3,WIUSSOC4,BIUSSOC1,BIUSSOC2,BIUSSOC3,BIUSSOC4,HIUSSOC1,HIUSSOC2,HIUSSOC3,HIUSSOC4,WMUSSOC1,WMUSSOC2,WMUSSOC3,WMUSSOC4,BMUSSOC1,BMUSSOC2,BMUSSOC3,BMUSSOC4,HMUSSOC1,HMUSSOC2,HMUSSOC3,HMUSSOC4,PROTAX,TXSTX,COUNTYSTX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
L3HI,0.869006525,1.613869262,14.71103904,1.613869262,1.800084946,1.551797367,17.93877756,8.069346308,13.15924167,82.24526044,13.77996062,6.083045678,3.413954207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79323526,2.607019576,0.248287579,0,0,0,0,-37.2431368
L4HI,1.215593434,0,12.03437499,3.889898988,0,3.646780301,0,21.15132575,0,0,14.46556186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121559343,0,0,0,0,0,0,-8.144476005
L1WM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207936927,0,3.84347933,0.711010138,1.697033631,16.10505039,0.395750926,9.544975719,0.288428641,5.486851819,2.709887695,2.414751412,19.70705458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040245857,0.040245857,0,0,0,0,0,-37.26095581
L2WM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249898993,20.4417376,14.49414157,12.39499003,41.85808126,6.7722627,40.93345499,3.598545494,46.23131363,17.54290928,3.798464688,13.16967691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224101034,2.049171739,0.149939396,0,0,0,0,-124.2497791
L3WM,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58960622,8.789869885,57.88292094,111.7941229,26.10916906,38.4149869,16.40775712,225.867101,14.19401211,354.068981,147.6698141,6.901675613,34.63859836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3794761,18.88194272,1.43242324,0,0,0,0,-571.0811019
L4WM,0,0,0,0,0,0,0,0,0,0,0,0,0,34.95583363,14.10773555,103.7702326,307.7053875,80.41409262,73.36022485,14.5779934,333.5695694,22.88588211,192.3354613,128.2236409,0,1.881031406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53459285,18.96706668,1.410773555,0,0,0,0,-679.8361008
L1BM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11582046,0,0,0,0,2.221027654,0.129446397,3.65175099,0,1.723680971,2.47310748,0,3.876578942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.950733964
L2BM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.080107188,0,0,53.20569307,2.053745229,13.00705312,2.382344466,16.67641126,23.02932983,2.683560433,17.38837627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99897869,1.862062341,0.136916349,0,0,0,0,-80.97232856
L3BM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.884711382,2.670007792,19.78946951,12.82650802,10.3659126,6.230018181,27.43302123,0,24.71066035,29.68420427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.031188234,3.717069671,0.26176547,0,0,0,0,-73.50374391
L4BM,0,0,0,0,0,0,0,0,0,0,0,0,0,5.589426483,0,3.318721974,24.45374086,0,41.74602905,4.716078595,50.30483835,0,55.02091694,22.18303635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.384139725,7.685461414,0.524008733,0,0,0,0,-123.4913914
L1HM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1205528,0.095173263,1.459323372,0.571039581,0,8.29910857,0.038069305,5.399496478,0.158622106,4.733283634,2.182640174,2.411056007,12.39790378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025379537,0.025379537,0,0,0,0,0,-21.64874499
L2HM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076757904,5.359317751,21.07019445,9.421631663,0,13.6307762,1.027814363,28.19147968,0.171302394,13.8754939,10.84099436,0.513907182,44.02471523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44049187,0.391548329,0.024471771,0,0,0,0,-82.59222562
L3HM,0,0,0,0,0,0,0,0,0,0,0,0,0,3.847305876,5.39863889,99.65763285,21.96687548,12.41066412,6.887918584,9.494158048,24.75927491,23.64231514,83.15144957,37.97663219,5.150425608,5.212478928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.646852172,5.212478928,0.434373244,0,0,0,0,-179.7684697
L4HM,0,0,0,0,0,0,0,0,0,0,0,0,0,5.466458502,0,81.2680164,52.47800162,0,16.39937551,0,65.1115946,0,0,39.84440864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-138.4836154
KAP,0.2879828,8.072537,8.858714,13.05496,3.95624,74.26952,3.927621,34.11937,13.22719,17.62316,13.1416,3.509628,26.79408,1.123948,23.04261,28.23568,94.19121,28.05434,353.1478,10.98632,164.3779,29.28196,136.3513,81.48701,22.89991,81.45115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34641,213.1946,301.4367,70.89388,514.2598,1650.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2771.56839
INVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.746468,460.5624832,0,0,0,14.62894019,50.48579191,0,0,0,34.90439135,34.1157395,0,0,0,528.8513511,2034.63244,0,0,0,64.7110375,223.8157587,0,0,0,154.3187116,150.2880863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.9809319
HS1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.868377955,18.9871792,53.12454745,112.3569974,153.5947839,2.903592776,5.981829522,14.55715286,13.72619855,16.83670421,2.891643835,9.951302148,18.03033248,32.75046583,11.3773914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS2I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.492145272,8.426894138,23.57774859,49.86630783,68.1684715,1.288673198,2.654856923,6.460758852,6.091964524,7.472469845,1.283370017,4.416589155,8.002226213,14.53531911,5.049516408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500169228,6.033157206,16.88027184,35.70132358,48.80458902,0.922613702,1.90072035,4.625520766,4.361485865,5.349845929,0.918816937,3.162016308,5.729120118,10.40642777,3.615154742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS1M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.88493461,83.7771797,234.7869425,496.216305,678.5375302,12.89888231,26.45262871,64.23872225,60.71776475,74.64119277,12.76146949,43.96407951,79.7522579,144.7958121,50.12016171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS2M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.48263952,37.18200672,104.2031936,220.230832,301.1486791,5.724784847,11.74021162,28.51044414,26.94777199,33.12727095,5.663798255,19.51214765,35.39566502,64.26330987,22.24434143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.08465309,26.62011509,74.60331625,157.6722348,215.6046218,4.098606958,8.405296324,20.41178977,19.29300904,23.71716438,4.05494417,13.96954231,25.34120021,46.00872453,15.92563127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HH1WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332949025,0,0,0,0,0,0,0,0.047606577,0,0,0,0.226503682,0,0,0,0,0,0,0,0.005951501,0,0,0,0.841561203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416502947,0,0,0,0,0,0,0,0,0,0,0,0.070726916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727978526,0,0,0,50.10220027
HH2WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33923652,7.472368531,0,0,0.025554505,0,0,0,0,0.459227816,0,0,0.232795451,1.289228903,0,0,0.006390564,0,0,0,0,0.091818083,0,0,4.781884031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756836439,0.110007168,0,0,0,0,0,0,0,0,0,0,0.131469241,0.018966753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.708116704,10.34849609,0,0,79.97606805
HH3WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999423537,11.03287015,30.09784424,0,0,0,0,0,0.684344542,0.321459471,1.45558593,0,0.346047293,1.898682566,5.191232044,0,0,0,0,0,0.119030028,0.045909042,0.232824059,0,23.84272979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011731167,4.173380122,0,0,0,0,0,0,0,0,0,0,0.17498495,0.717715053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4096128,14.80552163,36.91942416,0,176.9104098
HH4WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.156610922,10.89232403,92.97975006,62.02431273,0.019165879,0.411126814,1.669475672,0,0.232082062,1.768027093,12.34336869,0,0.371214368,1.875242041,15.94013604,10.58644475,0,0.077056521,0.294643213,0,0.04166051,0.29840877,2.095416529,0,90.82934495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029665213,7.177727521,0,0,0,0,0,0,0,0.840355605,0,0,0.177114424,1.234877853,0,0,0,0,0,0,0,0.141878219,0,0,0,0,0,0,0,0,0,0,0,3.032238179,17.00841932,125.8371945,75.80866285,125.775436
HH5WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.691336263,4.005564322,49.14556717,157.7063686,0,0.411126814,0,1.148585764,0.773606874,0.734764506,7.336153088,4.788951891,0.289421372,0.67977524,8.428117906,27.05424771,0,0.077056521,0,0.163840064,0.130933031,0.114772604,0.756678191,1.823124649,110.7314661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29199181,7.169544694,0,0,0,0,0,0,0,0.310857154,0,0,0.049931685,1.215887697,0,0,0,0,0,0,0,0.04857143,0,0,0,0,0,0,0,0,0,0,0,3.144788505,6.659923226,62.76900477,210.6635153,479.7003439
HH1BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613308118,0,0,0,0,0,0,0,0,0,0,0,0.108639592,0,0,0,0,0,0,0,0.484871502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414686825,0,0,0,0,0,0,0,0,0,0,0,0.073434125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754749241,0,0,0,17.77980199
HH2BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313042685,4.753653792,0,0,0,0,0,0,0,0,0,0,0.051124514,0.821936224,0,0,0,0,0,0,2.617830105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505915843,0,0,0,0,0,0,0,0,0,0,0,0.087509768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390615835,5.660934742,0,0,18.9746229
HH3BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33859719,9.301744177,5.794062628,0,0,0,0,0,0,0,0,0,0.057515078,1.592501434,0.982144043,0,0,0,0,0,8.238095381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098590625,1.031084508,0,0,0,0,0,0,0,0,0,0,0.186553125,0.176594584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417098265,10.98887332,8.377178902,0,37.89186394
HH4BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536644603,2.646628868,10.80248965,2.789422569,0,0,0,0,0,0,0,0,0.095858463,0.462339126,1.866073681,0.491520191,0,0,0,0,8.552543372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917085964,0.487173378,0,0,0,0,0,0,0,0,0,0,0.163765351,0.085137095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662060738,3.150655988,15.67729194,3.171278725,28.71158117
HH5BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146938403,1.00212161,4.370098084,25.43297048,0,0,0,0,0,0,0,0,0.025562257,0.179798549,0.736608032,4.423681722,0,0,0,0,14.96462686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148883933,0.723947867,0,0,0,0,0,0,0,0,0,0,0.025892858,0.129939361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185377007,1.178294109,6.342721169,27.63542889,38.4779194
HH1HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499869057,0,0,0,0,0,0,0,0,0,0,0,0.08332102,0,0,0,0.430024594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.655440131,0,0,0,17.98734056
HH2HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380590728,4.477471209,0,0,0,0,0,0,0,0,0,0,0.238060056,0.757499186,0,0,2.89724223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321453055,0,0,0,0,0,0,0,0,0,0,0,0.05542294,0,0,0,0,0,0,0,0,0,0,0,0,1.827287637,5.942700725,0,0,39.02422673
HH3HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044720384,0,0,0,0.529623167,8.312023475,12.57626244,0,0,0,0,0,0.006390564,0,0,0,0.089272521,1.423180288,2.153622544,0,10.25880835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118777567,0.280451236,0,0,0,0,0,0,0,0,0,0,0.020018691,0.048033085,0,0,0,0,0,0,0,0,0,0,0,0.754749241,11.0401035,15.37810698,0,43.96532004
HH4HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411126814,0.34371558,0,1.071147979,5.372965451,24.97785456,15.16501432,0,0,0,0,0,0.077056521,0.049107202,0,0.184496544,0.941135352,3.317742838,4.557811622,22.72216855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202489613,0,0,0,0,0,0,0,0,0,0,0,0.034873211,0,0,0,0,0,0,0,0,0,0,0,0,1.416809979,7.633296621,23.99463385,41.67966324,39.74259865
HH5HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.445757291,0.136868908,0.711803115,6.229907781,3.306657258,0,0,0,0,0,0,0,0.655360255,0.023806006,0.114772604,1.047708265,0.569726453,6.787619493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069083634,0.530482186,0,0,0,0,0,0,0,0,0,0,0.012014545,0.085561643,0,0,0,0,0,0,0,0,0,0,0,0.178756399,0.922143216,7.599298004,8.909783084,44.70881119
HH1WM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270074071,0,0,0,0,0,0,0,0.041655755,0,0,0,3.573724767,0,0,0,0,0,0,0,0.12498153,0,0,0,2.61383252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396856582,0,0,0,0,0,0,0,0,0,0,0,1.115913556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.877946209,0,0,0,241.254949
HH2WM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276361566,7.144427592,0,0,0.025554505,0,0,0,0,0.436266425,0,0,3.592600074,20.04164931,0,0,0.070296207,0,0,0,0,1.262498643,0,0,14.82575777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721304212,0.105179267,0,0,0,0,0,0,0,0,0,0,2.028890173,0.294846797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.752154669,59.068396,0,0,397.5419231
HH3WM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905111106,10.54095874,28.75473557,0,0,0,0,0,0.654590432,0.321459471,1.397362493,0,5.36058715,29.62882424,80.73892661,0,0,0,0,0,1.844965436,0.89522631,3.899802985,0,74.05067914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964007998,3.987305849,0,0,0,0,0,0,0,0,0,0,2.710675956,11.1998991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49768873,84.58102498,210.6262124,0,939.5285253
HH4WM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.062298491,10.40041263,88.76727287,59.23174888,0.019165879,0.385431389,1.571271221,0,0.220180418,1.69914292,11.76113432,0,5.788427439,29.20689478,249.3623581,166.442437,0.04473395,1.078791294,4.468755394,0,0.618956146,4.774540322,33.00281034,0,282.0179793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984636122,6.853572084,0,0,0,0,0,0,0,0.807614478,0,0,2.761784245,19.23322256,0,0,0,0,0,0,0,2.270051505,0,0,0,0,0,0,0,0,0,0,0,17.30626769,97.08118857,718.6422758,432.9550526,878.0098534
