guid,sector
38323dcb-6212-4805-8ad7-b34352d9b9d9,HS3
826374a0-be58-4587-a35c-60885ca8c193,HS2
2748269d-b730-42f5-81f9-ef86aa8eb222,HS1
86bb2b08-864c-4903-a963-99574cb4bf8c,HS3
6c206a4b-daa1-4da1-ae58-7f9d10a31b1b,HS4
96e1a3ff-d76f-4f1e-b5ee-d5cd32285be9,HS2
96b125d9-defd-44f4-bab0-5ed8cde4c3c7,HS3
0ab5a7b0-1b3d-4c9a-a3e5-631d8e6718a2,HS3
a66dac36-c9e8-43b3-8a1b-53429a9afad8,HS4
65332dbe-22a0-42c8-8f20-b92a436ff822,HS1
48e607a5-af0f-4ae4-bd84-6a1b371bc6df,HS2
163b4db5-89be-4afe-bada-b6e440c551ae,HS2
ce8e1605-a6c9-45d7-8120-858a90147fc4,HS1
8b3978d4-dfcb-45aa-9fdd-e33cace03195,HS2
f6764c5f-5ee4-40a4-a3a0-dd1986d67c03,HS2
ad7e1e92-dab7-4b40-a9cb-b0a54342aac0,HS2
a2090669-3b93-4fd4-baa2-69693294b215,HS2
b9e5b846-b4c6-4037-bf84-ed5210d72118,HS3
310da512-f152-4150-b3ed-9e08bb28b65d,HS3
13361c47-074e-49e2-98c8-dcb210e9d8f9,HS1
6236f540-5e6e-45ee-a88e-7e8a8376d0a1,HS3
1474a3eb-89bd-4fa3-b299-83f9672d7323,HS2
89a76e3f-2fab-4eda-be29-1e9709cbb27b,HS4
b3a66838-4eab-42d4-938a-51f3afd764af,HS2
4d793546-aa55-49ae-8615-3fad3daaceab,HS4
6dd76395-1853-4030-a5a7-85fb5d49bfb2,HS3
26666222-d240-452b-b009-3cf2f3c5f915,HS1
c3a5de25-deb9-463d-b5be-cd1968b49402,HS4
789c83d4-5b1e-4ee1-8394-1f425afc4ffd,HS2
8189e3e0-ce70-4b53-9dad-39b4aa117581,HS2
a3da45be-5fc5-4967-988b-2d55e5250311,HS3
88b7c9ec-e455-44ba-b8c1-e8bcb6977ae4,HS2
567d5883-2225-49e3-9966-c12a95da3fdd,HS4
31bc7588-f386-4170-9382-26bb5692ab6c,HS3
de1a4436-be7a-44c3-98a7-9fdcf096d41e,HS2
c103bd55-177d-4d47-ac64-62a4c27a5397,HS1
a8ff2019-ed22-4218-b914-9154af79e115,HS4
f4da6e94-79c3-481c-8cb7-91ad5edd58b9,HS1
8e62e8c5-10cb-4c30-9c08-151b814239ae,HS4
da402c7a-1df7-4df8-bcb9-e643d5e2e059,HS2
061b3585-7643-40db-80f2-89d3fb82edb6,HS2
544903b9-e3fa-4635-a8e0-6dc9453cad39,HS2
5ea2f4fa-8e0a-4784-9284-051f9db411af,HS2
a460f9f4-1699-456a-a508-53344d78e28e,HS2
1cd47cb3-3556-41f0-a357-e84be0bbf8d8,HS2
88c6686d-eda9-4399-9a46-139f4e1977b8,HS2
b176d6d0-ced5-4856-975b-5f4cc4d1acae,RETAIL
2e2f0898-b2ce-4600-a7af-97921d1d9ff5,HS2
d91b6467-4e2b-403d-917c-7dce414ee19d,HS2
1a506ec9-6b92-4bde-9ea7-fc54f1aa826d,HS2
b1ee4a63-7f96-4594-a024-63f1ee2ea210,HS3
162ff547-53d4-45ed-bd85-4613ce9ea34d,HS2
83016eaf-b40c-4ac4-8865-65b994e730f8,HS2
b5163e03-98f2-4b9d-8c10-463c9d4fe0ff,HS2
c1693578-360f-4494-bb77-237c7cb55fe6,HS2
21649583-6bbc-4bc5-aae4-a15cf51592b1,HS2
742af1b9-5451-47de-b446-675775cbe6e5,HS2
7067551a-03ce-467d-b00f-453ce87afa27,HS3
6b59d947-76d2-4c65-8c1c-5a719b5ac843,HS3
4e64ff85-de5a-4999-b99a-0f7153e4645f,HS2
01f70b2e-6666-4e94-95aa-e54c380223be,HS2
e2e11dd1-ed9c-427d-bf84-ea3f05e7c5b5,HS3
755639f2-16fd-4160-93d8-f82f36645b65,HS3
e714c2d4-3ef5-4641-ac40-e8efa31c2bdd,HS2
a0117a10-09c4-483f-ab62-73d5fc441382,HS3
3f969ad1-73ae-45b1-9e3e-c4fbd92998c9,HS3
294fa4fe-083b-490b-b3ac-3d57313e8650,HS4
d890b5eb-a75c-4f1f-8ee1-011965f39f18,HS3
f5bbbdab-d34f-4e58-96fe-cbfd911c108a,HS4
914fae1d-5b3b-41a8-a761-f019cd56f665,HS3
de4315eb-4f50-45bc-a5c6-6df05d856eb5,HS2
