guid,sector
23521e31-f09a-45ee-ae9b-30f1768c7f28,HS4
a4dfddc0-9251-47b2-9044-2752b967b2cf,HS3
3dba25cd-d188-4f26-a6e3-b3ddf3283ca1,HS4
c06fb7f0-c0b0-4d53-aeee-dfad2a5eef2f,HS2
e61681f9-5e89-4d7d-8ef9-df9218797fb8,HS1
223e3b0b-ba89-46e4-a384-0cc3635f0d3a,HS3
6a3ac6e2-4e21-4d20-bc22-7fb9088cb108,HS4
06b53047-d709-4184-b9a0-d7a1730dd62a,HS1
fc15d1de-c611-4165-812c-c423f057674b,HS4
a8aa14c8-9af2-4b57-9c79-fdbf6e3e7171,HS4
e067f84b-3740-401a-b7ca-aad058a2e930,HS4
789376c7-6308-4b3e-a98d-b855c18f8b33,HS4
f155cb07-bc1c-420c-aae9-0b52fa8dee25,HS4
db476dfb-13af-4da2-844c-9271a194b537,HS4
251c8cec-ed0e-49f3-bc37-76a9c9d3f355,OTHER
315b90d0-22e0-4f5e-97f7-a5e50d8f7588,HS3
b4fedbe6-c290-41e8-a84d-69fabb46411f,HS4
e82ab3d8-5a26-432a-bb20-a76b3670527b,HS3
7f89062a-168b-4784-a98a-6e59a9b044f7,HS3
a4a63788-b067-4463-ad87-7521bd6ecfb1,HS3
93401284-eefe-4d9c-a966-98c54b9ebf97,HS4
d636a124-ddd0-4fe7-9537-c6480830fec3,HS4
603369db-0d87-4586-957a-1e0a86a4bf28,HS4
7462d4c7-6b1a-4f20-af5f-aeff466d7326,HS3
7da6e395-1a42-4260-a41b-ff918ccc6578,HS3
d99c073a-97f7-424f-8314-401ca38e6a35,HS2
0a501da4-a0b9-4ad3-9be3-4b4d7d6fe8cb,HS3
b2a1a59a-e198-4cda-82e3-e91076816681,HS1
0f95d6e6-ab19-4fc4-be1a-b67ae942a1b2,HS4
27ed8a37-9710-41dd-8894-6850406e24f9,HS4
fe300f1b-3fd1-4959-8ae9-6e1c1b7a4c39,HS4
e87367b6-2fba-4a76-919b-06d51e2604cb,HS3
1177873e-6047-443e-9dc9-a4cd3cfe5e57,HS3
cff49665-6883-4ab4-adc5-9b2a63605585,HS4
32c3f546-bee7-44f3-9dc2-1eef18339a78,HS4
0ee0f1fb-fec4-4f8c-bcd6-ffe95244868e,HS4
c8594567-7a03-4b76-8fda-bc9a7e7e5ea9,HS3
94bfefbf-d2c0-465d-9751-b0e3a6a616b0,HS4
61a33f82-7c63-4e10-835e-0d797e32a0a1,HS3
1ea1b87e-229e-4f4b-be93-a3299ce6c7ec,HS3
9c790a09-4b54-47e7-91f5-aef30acef88b,HS3
