dummy,AG_MIA,UTILA,CONSTA,MANUA,WHOLEA,RETAILA,TRANSA,INFOA,FINANCEA,REALEA,PRO_MANA,ADMINA,EDUA,HEALTHA,ARTA,ACCOA,OTHERA,AG_MIB,UTILB,CONSTB,MANUB,WHOLEB,RETAILB,TRANSB,INFOB,FINANCEB,REALEB,PRO_MANB,ADMINB,EDUB,HEALTHB,ARTB,ACCOB,OTHERB,L1WA,L2WA,L3WA,L4WA,L1BA,L2BA,L3BA,L4BA,L1IA,L2IA,L3IA,L4IA,L1WB,L2WB,L3WB,L4WB,L1BB,L2BB,L3BB,L4BB,L1IB,L2IB,L3IB,L4IB,KAP,INVES,HS1A,HS2A,HS3A,HS4A,HS1B,HS2B,HS3B,HS4B,HH1WA,HH2WA,HH3WA,HH4WA,HH5WA,HH1BA,HH2BA,HH3BA,HH4BA,HH5BA,HH1IA,HH2IA,HH3IA,HH4IA,HH5IA,HH1WB,HH2WB,HH3WB,HH4WB,HH5WB,HH1BB,HH2BB,HH3BB,HH4BB,HH5BB,HH1IB,HH2IB,HH3IB,HH4IB,HH5IB,USSOC1WA,USSOC2WA,USSOC3WA,USSOC4WA,USSOC1BA,USSOC2BA,USSOC3BA,USSOC4BA,USSOC1IA,USSOC2IA,USSOC3IA,USSOC4IA,USSOC1WB,USSOC2WB,USSOC3WB,USSOC4WB,USSOC1BB,USSOC2BB,USSOC3BB,USSOC4BB,USSOC1IB,USSOC2IB,USSOC3IB,USSOC4IB,PROTAX,LOCSTX,NCSTX,COUNTYSTX,NCITX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
ARTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125304797,0.028858743,0.031551236,0.202016308,0.07927847,0.386177009,0.037719339,0.187284837,0.161100622,0.007534189,0.20704761,0.167406922,0.626952594,0.277505878,1.326316681,0.513203035,0.293033209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17155812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301183877,0.791718933,2.778927966,4.274302898,1.877383867,0.208999964,0.49589697,1.037632852,0.726631493,0.531982631,0.555044191,1.42807488,3.148189263,4.506336484,2.241191344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2052603,1.02945783,2.152802242,0,0,0,0,13.60555458
ACCOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181077373,0.352324989,0.132371518,1.083868059,0.241503402,0.773910589,0.409016261,0.068433665,0.854693627,0.045963437,0.558053131,0.632967084,1.560992459,2.52682681,0.064696327,1.313979856,0.641012855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.60161327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937487694,3.218002028,12.662241,18.55403105,6.948844308,1.34447721,2.015611082,4.727994897,3.154185279,1.969050946,3.570547335,5.804519346,14.3447875,19.56124988,8.295421084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.874165079,4.163206408,8.706097359,0,0,0,0,150.9452066
OTHERB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471754651,0.122859056,0.481609028,1.480286132,0.748236183,2.458941028,0.484235953,0.12911623,0.644785848,0.052198516,0.498804125,0.588251351,2.07323785,2.727941765,0.203493599,1.957279927,1.725787369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3426239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663700193,2.854077565,10.4004128,12.4981479,4.399210869,1.154488362,1.78766524,3.88344359,2.124685143,1.24657712,3.065991235,5.148085146,11.78240973,13.17661878,5.251708771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966437979,3.387882795,7.084740597,0,0,0,0,152.0171009
L1WA,0,0,0.118690519,0.468168156,0.079127012,1.819921284,0.065939177,0.138472272,0.138472272,0.013187835,0.296726296,0.158254025,1.074808584,1.542976741,0.112096601,3.085953481,0.125284436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037639216,0.015055686,0,0,0,0,0,-2.241875576
L2WA,0.030098973,0,1.264156857,9.180186702,3.852668517,9.089889783,0.692276374,0.842771238,3.491480844,0.75247432,0.601979456,10.11325486,9.571473348,15.98255455,0.090296918,7.374248334,0.842771238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790423527,0.376392156,0.037639216,0,0,0,0,-8.969989879
L3WA,0,0.058917732,3.770734862,11.31220459,3.770734862,14.02242027,0.942683715,0.589177322,6.598786008,0,0.294588661,4.24207672,14.14025573,34.99713294,0.117835464,0,0.53025959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.175546661,1.023786664,0.105389804,0,0,0,0,15.25436252
L4WA,0,0,0,15.16220067,0,0,0.204894604,0,0.409789207,0,8.195784148,24.58735244,0,6.556627319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015055686,0.007527843,0,0,0,0,0,-22.56098994
L1BA,0,0,0.223965746,0.987108289,1.368679561,2.778834259,0,0.398161327,0,0.165900553,0.149310498,1.418449726,3.077455254,5.05996686,0.14101547,2.977914923,0.099540332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745256469,0.346280783,0.037639216,0,0,0,0,-7.209431727
L2BA,0,0.025354991,1.876269309,6.871202469,0,7.505077236,0.126774953,0,4.183573459,0,0,6.668362544,9.660251442,14.14808479,0,5.451322992,0.304259888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287261173,0.602227449,0.067750588,0,0,0,0,-14.53331458
L3BA,0,0,0,6.484697244,0,1.671836008,1.773159403,0,1.975806191,0.151985092,3.546318805,0.709263761,1.773159403,10.58829472,0,0.303970183,1.063895642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429087058,0.195723921,0.022583529,0,0,0,0,-0.596732811
L4BA,0,0,0,0.450419924,0,0,0,0,0,0,0.225209962,0,0,0.563024905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225209962
L1IA,0,0,0.324141387,1.810448233,0.047435325,5.58946245,0.292517837,0,0,0,0,3.676237679,0.419012037,3.42324928,0.252988399,5.036050326,0.166023637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.486875445
L2IA,0.024367283,0,2.168688176,7.675694108,2.87533938,10.1124224,0.487345658,2.193055459,9.235200212,0.560447506,1.291465993,3.533256018,7.52949041,28.43661912,0,5.238965819,0.999058598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.869311363,1.806682348,0.195723921,0,0,0,0,-18.76201028
L3IA,0,0.09827783,2.800918159,19.99953843,8.992421456,5.503558487,0.884500471,0,0,0.933639386,5.552697402,10.95797806,24.22548513,12.43214551,0,11.05625589,1.130195046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70008941,0.323697254,0.037639216,0,0,0,0,-11.97026502
L4IA,0,0,0,2.252099621,0,0,0,0,0,0,0,0,3.941174337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.337814943
L1WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069575541,0,0.394261398,0.695755408,0.028989809,1.443692471,0.13335312,0,0.03478777,0.005797962,0.284100125,0.081171464,1.078420882,1.026239226,0.040585732,1.385712854,0.139151082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007527843,0,0,0,0,0,0,-4.657493151
L2WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612429931,0.078020803,3.120832124,18.41290953,2.444651831,6.969858411,1.352360587,0.026006934,0.754201097,0.286076278,0.624166425,3.406908402,9.46652411,10.40277375,0.052013869,3.27687373,0.910242703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127973333,0.060222745,0.007527843,0,0,0,0,-43.1591795
L3WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485631832,2.266281883,5.449868337,27.78893261,4.85631832,9.442841178,1.99648642,0,1.510854588,0.053959092,0.593550017,1.726690958,14.83875042,24.17367342,0.053959092,0,0.539590924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368864313,0.173140392,0.015055686,0,0,0,0,-59.31851206
L4WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25547607,0,0,23.31260803,0,0,0.370041397,0,0,0,7.770869345,8.325931441,0,4.625517467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.29928463
L1BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440616302,0,0.490497393,2.003557148,1.047502907,2.086692299,0,0.008313515,0,0.074821636,0.224464909,0.498810908,3.100941146,2.776714056,0,1.363416482,0.108075697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105389804,0.052694902,0.007527843,0,0,0,0,-9.850857682
L2BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608041388,0.810721851,3.749588561,13.90894676,0.278685636,5.599047784,0.253350578,0,0.912062082,0,0,2.406830495,10.31136854,7.87920299,0.177345405,2.457500611,0.35469081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188196078,0.090334117,0.007527843,0,0,0,0,-34.36171084
L3BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050574409,13.19992076,0,1.314934636,3.641357452,0,0.505744091,0.050574409,3.23676218,0.252872045,0.758616136,5.563184996,0,0.151723227,1.112636999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067750588,0.030111372,0,0,0,0,0,-19.3161374
L4BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143964022,0,0,0,0,0,0,0,0,0,0.285991006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285991006
L1IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187205919,0,0.629692638,3.990889827,1.974171514,4.322754866,0.578636478,0,0,0,0,1.284913356,0.399939919,2.552807992,0,2.246471033,0.178696559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.1809986
L2IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.005952901,0.216859773,4.093228217,17.53853415,0,6.722652965,1.00297645,0.054214943,2.087275316,0.271074716,1.32826611,1.274051167,7.644307001,21.92994455,0.32528966,2.412564975,1.084298865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519421175,0.24089098,0.022583529,0,0,0,0,-43.34162615
L3IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.802455479,2.491629633,6.838728142,33.87556033,0,4.771205681,1.855468876,0,0,0.371093775,5.566406628,3.869977941,23.75000161,9.330357776,0,5.036272663,1.219308118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097861961,0.037639216,0.007527843,0,0,0,0,-64.92539949
L4IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.613492601,0,0,0,0,0,0,0,0,5.075471066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.76672275
KAP,13.61407,17.90113,10.38927,32.83917,12.01557,64.70503,12.97731,1.862852,9.409998,8.402082,8.887079,3.708617,25.65494,35.20501,3.298701,43.65151,57.09037,66.83757,41.31753,13.72915,75.87977,22.20249,85.36339,28.93249,3.025995,45.13223,7.596958,10.2774,4.742921,58.36755,56.0355,6.563859,84.75539,110.6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.757334,29.75992,75.69165,140.0018,18.44769,77.55885,154.9249,233.2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1712.053346
INVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.631131483,46.26591991,19.96744647,0,0,2.698293034,13.61162692,2.213016738,0,0,3.384430405,41.89658767,19.61537563,0,0,6.282204388,79.99553143,34.75442195,0,0,4.667083272,23.61617271,3.822483456,0,0,5.863005292,72.63164127,34.2514636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401.18551
HS1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125817355,0.409905218,1.899165863,2.419167852,0.494246667,0.243789287,0.483910557,1.411269749,0.711729289,0.054777968,0.175795612,0.796420148,1.770135486,2.19070275,0.48553199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482680574,1.572543672,7.285882514,9.280796951,1.89610777,0.935263283,1.856454738,5.414137749,2.730449235,0.210147964,0.674415121,3.055353796,6.790875634,8.404322746,1.86267514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227654143,3.999621815,18.53097956,23.604863,4.822577672,2.378757103,4.72172379,13.77036698,6.944649309,0.534492236,1.715313525,7.771014509,17.27197458,21.37563057,4.737544817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270710042,7.397833889,34.27551776,43.66034178,8.920000486,4.399828465,8.733457781,25.47012997,12.84505495,0.988614663,3.172701098,14.37352758,31.94682016,39.53707914,8.76272088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270328903,0.878006554,4.086685436,5.202460081,1.069964868,0.524394703,1.039204933,3.036020489,1.535863236,0.117680651,0.377303976,1.711659709,3.813988985,4.723554023,1.054480572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136532477,3.691366163,17.18148032,21.8724849,4.498408456,2.204690674,4.369085752,12.76421371,6.457165443,0.49475983,1.586283296,7.196259185,16.03499406,19.85904023,4.433308478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270239699,7.373556128,34.32024999,43.690598,8.985634524,4.403900807,8.727310593,25.49669745,12.89827931,0.988289759,3.168623324,14.37462952,32.03012746,39.66871379,8.855596397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.417432089,11.09954483,51.66288107,65.76823214,13.52623503,6.629270001,13.13737544,38.38063093,19.41600864,1.487690105,4.769784894,21.63838479,48.21551901,59.7140185,13.33048634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
